Index,Original,Normalized
1407,8:41 AM- Dec 09,2000-12-09 08:41:00
1408,Dec 02 - 1:05pm,2000-12-02 13:05:00
1409,Dec 03 - 3:57pm,2000-12-03 15:57:00
1410,2011-12-13 7:08 AM,2011-12-13 07:08:00
1411,12:32pDec 16,2000-12-16 12:32:00
1412,12:08 PM- Dec 13,2000-12-13 12:08:00
1413,January 2- 2012               03:03 PM,2012-01-02 03:03:00
1414,8:04 AM- Jan 03,2000-01-03 08:04:00
1415,7:42 AM- Dec 22,2000-12-22 07:42:00
1416,2011-12-08 7:49 AM,2011-12-08 07:49:00
1417,8:49 AMJan 03,2000-01-03 08:49:00
1418,12:30 PM- Dec 07,2000-12-07 12:30:00
1419,8:30aDec 10,2000-12-10 08:30:00
1420,11:00 AMDec 11,2000-12-11 11:00:00
1421,3:08 PMDec 25,2000-12-25 15:08:00
1422,Dec 20 - 1:05pm,2000-12-20 13:05:00
1423,8:19 AMDec 30,2000-12-30 08:19:00
1424,2011-12-02 4:59 PM,2011-12-02 16:59:00
1425,12:03 PM  Mon 02-Jan-2012,2012-01-02 12:03:00
1426,2012-01-03 7:09 AM,2012-01-03 07:09:00
1427,11:58 AM- Dec 25,2000-12-25 11:58:00
1428,2011-12-15 7:20 AM,2011-12-15 07:20:00
1429,January 1- 2012               07:20 AM,2012-01-01 07:20:00
1430,Fri- Dec 9 12:57 PM            On Time,2000-12-09 12:57:00
1431,10:51 AM- Dec 08,2000-12-08 10:51:00
1432,2011-12-10 11:12 AM,2011-12-10 11:12:00
1433,9:55 AM- Jan 03,2000-01-03 09:55:00
1434,2011-12-29 02:49 PM,2011-12-29 14:49:00
1435,4:08 PM- Dec 14,2000-12-14 16:08:00
1436,12/13/11 4:52 PM (-06:00),2011-12-13 16:52:00
1437,2011-12-11 10:42 AM,2011-12-11 10:42:00
1438,2011-12-11 4:22 PM (Estimated runway),2011-12-11 16:22:00
1439,12/30/11 6:10 AM (-06:00),2011-12-30 06:10:00
1440,07:01 AM  Fri 16-Dec-2011,2011-12-16 07:01:00
1441,9:18aDec 13,2000-12-13 09:18:00
1442,2011-12-03 06:42AM EST,2011-12-03 06:42:00
1443,12/19/11 9:10 PM (-08:00),2011-12-19 21:10:00
1444,8:47 AM- Dec 18,2000-12-18 08:47:00
1445,07:08 AM  Fri 30-Dec-2011,2011-12-30 07:08:00
1446,2011-12-04 7:33 AM,2011-12-04 07:33:00
1447,8:25 AMDec 05,2000-12-05 08:25:00
1448,12/9/11 8:14 PM (-05:00),2011-12-09 20:14:00
1449,2011-12-04 7:23 AM,2011-12-04 07:23:00
1450,03:28 PM  Sun 04-Dec-2011,2011-12-04 03:28:00
1451,2012-01-01 02:35 PM,2012-01-01 14:35:00
1452,2011-12-15 6:01 AM,2011-12-15 06:01:00
1453,8:55 AMDec 17,2000-12-17 08:55:00
1454,7:03aDec 24,2000-12-24 07:03:00
1455,2011-12-19 2:53 PM,2011-12-19 14:53:00
1456,2012-01-02 09:15 AM,2012-01-02 09:15:00
1457,12/1/11 6:56 PM (-06:00),2011-12-01 18:56:00
1458,06:27 AM  Tue 20-Dec-2011,2011-12-20 06:27:00
1459,3:32 PMDec 17,2000-12-17 15:32:00
1460,12/12/2011 7:26AM PST,2011-12-12 07:26:00
1461,Dec 22 - 6:44am,2000-12-22 06:44:00
1462,07:20 AM  Sun 04-Dec-2011,2011-12-04 07:20:00
1463,12:12 PM- Dec 18,2000-12-18 12:12:00
1464,12:18 PM- Dec 17,2000-12-17 12:18:00
1465,12:08 PM- Dec 10,2000-12-10 12:08:00
1466,1:45 PMDec 16,2000-12-16 13:45:00
1467,2011-12-03 6:07 AM,2011-12-03 06:07:00
1468,12/2/11 6:55 AM (-05:00),2011-12-02 06:55:00
1469,1/3/2012 4:34PM CST,2012-01-03 16:34:00
1470,12/7/11 12:16 PM (-05:00),2011-12-07 12:16:00
1471,12/05/2011 06:50 AM,2011-12-05 06:50:00
1472,2011-12-26 4:05 PM,2011-12-26 16:05:00
1473,2011-12-08 06:23 PM,2011-12-08 18:23:00
1474,10:45 AM- Dec 11,2000-12-11 10:45:00
1475,2011-12-02 03:09PM PST,2011-12-02 03:09:00
1476,6:14pDec 27,2000-12-27 18:14:00
1477,2011-12-09 07:15AM CST,2011-12-09 07:15:00
1478,2011-12-29 01:51PM EST,2011-12-29 13:51:00
1479,2011-12-07 4:00 PM,2011-12-07 16:00:00
1480,5:05 PM- Dec 03,2000-12-03 17:05:00
1481,5:25 PMJan 02,2000-01-02 17:25:00
1482,2011-12-31 8:23 PM,2011-12-31 20:23:00
1483,2011-12-27 12:27PM EST,2011-12-27 12:27:00
1484,2011-12-09 02:35PM PST,2011-12-09 14:35:00
1485,5:15 AMDec 26,2000-12-26 05:15:00
1486,11:10 AM- Dec 17,2000-12-17 11:10:00
1487,2011-12-27 2:59 PM,2011-12-27 14:59:00
1488,6:40 PM- Dec 25,2000-12-25 18:40:00
1489,07:45 AM  Sun 25-Dec-2011,2011-12-25 07:45:00
1490,8:00 AM- Dec 03,2000-12-03 08:00:00
1491,04:05 PM  Wed 07-Dec-2011,2011-12-07 16:05:00
1492,12:10 PM  Tue 13-Dec-2011,2011-12-13 12:10:00
1493,2:25 PM- Dec 05,2000-12-05 14:25:00
1494,12/20/11 11:53 AM (-05:00),2011-12-20 11:53:00
1495,2012-01-03 09:50 PM,2012-01-03 21:50:00
1496,9:10 PM- Dec 24,2000-12-24 21:10:00
1497,2011-12-04 04:08PM EST,2011-12-04 04:08:00
1498,2011-12-05 11:20AM PST,2011-12-05 11:20:00
1499,02:45 PM  Mon 12-Dec-2011,2011-12-12 14:45:00
1500,2011-12-29 09:35AM EST,2011-12-29 09:35:00
1501,2011-12-19 03:40PM EST,2011-12-19 03:40:00
1502,2:15 PM- Dec 30,2000-12-30 14:15:00
1503,2:45 PM- Dec 03,2000-12-03 14:45:00
1504,04:57 PM  Sun 01-Jan-2012,2012-01-01 16:57:00
1505,12/03/2011 08:05 PM,2011-12-03 20:05:00
1506,2011-12-07 3:19 PM,2011-12-07 03:19:00
1507,2011-12-10 06:55 AM,2011-12-10 06:55:00
1508,Tue- Dec 20 5:07 PM,2000-12-20 17:07:00
1509,2011-12-14 05:50PM PST,2011-12-14 05:50:00
1510,11:50 PMDec 22,2000-12-22 23:50:00
1511,2011-12-27 05:47PM EST,2011-12-27 05:47:00
1512,December 25- 2011               05:55 PM,2011-12-25 17:55:00
1513,12/15/11 12:15 AM (-07:00),2011-12-15 00:15:00
1514,9:20 AM- Jan 02,2000-01-02 09:20:00
1515,Dec 30 - 6:23pm,2000-12-30 18:23:00
1516,7:55pJan 2,2000-01-02 19:55:00
1517,2011-12-08 6:30 PM,2011-12-08 18:30:00
1518,9:55 AM- Dec 30,2000-12-30 09:55:00
1519,1:45 PM- Dec 22,2000-12-22 13:45:00
1520,8:00 AM- Dec 19,2000-12-19 08:00:00
1521,06:40 AM  Sat 31-Dec-2011,2011-12-31 06:40:00
1522,9:50 PM- Dec 07,2000-12-07 21:50:00
1523,7:25 PM- Dec 20,2000-12-20 19:25:00
1524,Sun- Jan 1 4:22 PM,2000-01-01 16:22:00
1525,12:55 PM  Fri 30-Dec-2011,2011-12-30 12:55:00
1526,January 2- 2012               04:00 PM,2012-01-02 16:00:00
1527,2012-01-03 8:00 AM,2012-01-03 08:00:00
1528,2011-12-27 3:15 PM,2011-12-27 03:15:00
1529,Dec 10 - 9:15am,2000-12-10 09:15:00
1530,2011-12-29 1:40 PM,2011-12-29 13:40:00
1531,2011-12-11 7:23 AM,2011-12-11 07:23:00
1532,2011-12-25 4:57 PM,2011-12-25 16:57:00
1533,10:35aJan 1,2000-01-01 10:35:00
1534,1:45 PM- Dec 27,2000-12-27 13:45:00
1535,2011-12-13 04:53 PM,2011-12-13 16:53:00
1536,12:29 AM  Mon 05-Dec-2011,2011-12-05 00:29:00
1537,2:20pDec 8,2000-12-08 14:20:00
1538,9:55 AM- Dec 07,2000-12-07 09:55:00
1539,07:55 PM  Thu 29-Dec-2011,2011-12-29 19:55:00
1540,2:45 PM- Dec 01,2000-12-01 14:45:00
1541,2:35 PM- Dec 04,2000-12-04 14:35:00
1542,2011-12-01 03:33PM EST,2011-12-01 03:33:00
1543,03:15 PM  Thu 01-Dec-2011,2011-12-01 03:15:00
1544,2011-12-14 06:21PM PST,2011-12-14 06:21:00
1545,6:46 PM- Dec 24,2000-12-24 18:46:00
1546,12/14/11 11:50 PM (-05:00),2011-12-14 23:50:00
1547,2011-12-22 11:47AM PST,2011-12-22 11:47:00
1548,2011-12-15 12:44 AM,2011-12-15 00:44:00
1549,Dec 02 - 9:35am,2000-12-02 09:35:00
1550,Dec 09 - 9:20am,2000-12-09 09:20:00
1551,9:55 AM- Jan 01,2000-01-01 09:55:00
1552,6:40 AM- Dec 18,2000-12-18 06:40:00
1553,2:25 PM- Dec 16,2000-12-16 14:25:00
1554,2011-12-30 4:05 PM,2011-12-30 16:05:00
1555,12/24/11 4:57 PM (-05:00),2011-12-24 16:57:00
1556,2011-12-08 4:57 PM,2011-12-08 16:57:00
1557,6:30 PM- Dec 27,2000-12-27 18:30:00
1558,2:59pDec 8,2000-12-08 14:59:00
1559,11:35aDec 2,2000-12-02 11:35:00
1560,12/17/11 9:25 AM (-05:00),2011-12-17 09:25:00
1561,2011-12-02 11:35 AM,2011-12-02 11:35:00
1562,05:55 PM  Sun 01-Jan-2012,2012-01-01 05:55:00
1563,2011-12-20 08:49PM EST,2011-12-20 08:49:00
1564,2011-12-07 2:15 PM,2011-12-07 14:15:00
1565,2011-12-12 3:30 PM,2011-12-12 03:30:00
1566,11:50 AM- Dec 31,2000-12-31 11:50:00
1567,2011-12-27 Tue  19:25,2011-12-27 19:25:00
1568,Dec 31 - 6:40am,2000-12-31 06:40:00
1569,9:55 AM- Dec 20,2000-12-20 09:55:00
1570,9:40 AM- Dec 26,2000-12-26 09:40:00
1571,12/5/11 11:45 AM (-06:00),2011-12-05 11:45:00
1572,2011-12-17 12:10 PM,2011-12-17 12:10:00
1573,2011-12-12 9:24 AM,2011-12-12 09:24:00
1574,2011-12-20 10:34 AM,2011-12-20 10:34:00
1575,09:15 AM  Fri 30-Dec-2011,2011-12-30 09:15:00
1576,11:19 AM- Dec 09,2000-12-09 11:19:00
1577,11:50 PM  Wed 14-Dec-2011,2011-12-14 23:50:00
1578,9:20 AM- Dec 17,2000-12-17 09:20:00
1579,2011-12-18 4:57 PM,2011-12-18 16:57:00
1580,2011-12-28 1:45 PM,2011-12-28 13:45:00
1581,2011-12-30 06:15PM EST,2011-12-30 06:15:00
1582,2011-12-13 11:55 AM,2011-12-13 11:55:00
1583,6:23 PM- Dec 29,2000-12-29 18:23:00
1584,6:10 PM- Dec 11,2000-12-11 18:10:00
1585,2011-12-09 1:40 PM,2011-12-09 13:40:00
1586,2011-12-16 10:34 AM,2011-12-16 10:34:00
1587,2011-12-07 11:55 AM,2011-12-07 11:55:00
1588,7:30 AM- Jan 01,2000-01-01 07:30:00
1589,Dec 10 - 10:40am,2000-12-10 10:40:00
1590,2011-12-22 02:46PM EST,2011-12-22 14:46:00
1591,2011-12-28 1:30 PM,2011-12-28 13:30:00
1592,3:30 PM- Dec 19,2000-12-19 15:30:00
1593,2011-12-16 07:48AM CST,2011-12-16 07:48:00
1594,2011-12-25 12:44 AM,2011-12-25 00:44:00
1595,2:15 PM- Jan 03,2000-01-03 14:15:00
1596,12:35 PM- Dec 28,2000-12-28 12:35:00
1597,2011-12-30 8:12 PM,2011-12-30 20:12:00
1598,11:24 AM- Dec 17,2000-12-17 11:24:00
1599,6:15 PM- Dec 02,2000-12-02 18:15:00
1600,Fri- Dec 16 3:08 PM,2000-12-16 15:08:00
1601,December 31- 2011               02:45 PM,2011-12-31 14:45:00
1602,December 19- 2011               02:20 PM,2011-12-19 14:20:00
1603,6:40 PM- Jan 03,2000-01-03 18:40:00
1604,5:50 AM- Dec 11,2000-12-11 05:50:00
1605,2011-12-10 2:00 PM,2011-12-10 14:00:00
1606,06:15 PM  Wed 14-Dec-2011,2011-12-14 06:15:00
1607,2011-12-19 9:50 PM,2011-12-19 21:50:00
1608,4:57 PM- Dec 29,2000-12-29 16:57:00
1609,9:15 AM- Dec 03,2000-12-03 09:15:00
1610,2011-12-20 9:25 AM,2011-12-20 09:25:00
1611,2011-12-19 2:35 PM,2011-12-19 14:35:00
1612,6:40pDec 24,2000-12-24 18:40:00
1613,2011-12-19 4:57 PM,2011-12-19 16:57:00
1614,6:40 PM- Dec 18,2000-12-18 18:40:00
1615,2011-12-25 08:51PM EST,2011-12-25 20:51:00
1616,11:35 AM  Wed 07-Dec-2011,2011-12-07 11:35:00
1617,2011-12-12 01:39 PM,2011-12-12 13:39:00
1618,2011-12-02 09:43 AM,2011-12-02 09:43:00
1619,2011-12-09 2:35 PM,2011-12-09 14:35:00
1620,2011-12-24 2:25 PM,2011-12-24 14:25:00
1621,2011-12-02 04:07PM EST,2011-12-02 16:07:00
1622,December 13- 2011               02:15 PM,2011-12-13 14:15:00
1623,10:34 AM  Tue 27-Dec-2011,2011-12-27 10:34:00
1624,2011-12-20 11:10 AM,2011-12-20 11:10:00
1625,8:05pDec 26,2000-12-26 20:05:00
1626,December 25- 2011               08:05 PM,2011-12-25 20:05:00
1627,2011-12-12 07:46PM EST,2011-12-12 19:46:00
1628,2:25 PM- Dec 10,2000-12-10 14:25:00
1629,2011-12-18 6:46 PM,2011-12-18 18:46:00
1630,02:25 PM  Thu 22-Dec-2011,2011-12-22 14:25:00
1631,2011-12-22 4:05 PM,2011-12-22 16:05:00
1632,Dec 09 - 7:45am,2000-12-09 07:45:00
1633,2011-12-13 09:11AM EST,2011-12-13 09:11:00
1634,9:20 AM- Dec 13,2000-12-13 09:20:00
1635,2011-12-29 05:40AM CST,2011-12-29 05:40:00
1636,10:45 AM- Dec 19,2000-12-19 10:45:00
1637,2011-12-31 06:53AM EST,2011-12-31 06:53:00
1638,2011-12-05 11:50 AM,2011-12-05 11:50:00
1639,1:45 PM- Dec 25,2000-12-25 13:45:00
1640,2011-12-29 9:35 AM,2011-12-29 09:35:00
1641,Dec 28 - 6:40pm,2000-12-28 18:40:00
1642,2011-12-10 7:25 PM,2011-12-10 19:25:00
1643,2011-12-09 05:48PM EST,2011-12-09 17:48:00
1644,Dec 31 - 3:30pm,2000-12-31 15:30:00
1645,3:15 PM- Jan 01,2000-01-01 15:15:00
1646,11:55 AM  Wed 07-Dec-2011,2011-12-07 11:55:00
1647,2011-12-02 4:57 PM,2011-12-02 16:57:00
1648,Tue- Dec 27 11:24 AM,2000-12-27 11:24:00
1649,2011-12-19 11:10 AM,2011-12-19 11:10:00
1650,6:40 PM- Dec 07,2000-12-07 18:40:00
1651,2011-12-22 1:45 PM,2011-12-22 13:45:00
1652,09:40 AM  Fri 02-Dec-2011,2011-12-02 09:40:00
1653,9:40 AM- Dec 11,2000-12-11 09:40:00
1654,2011-12-17 9:35 AM,2011-12-17 09:35:00
1655,7:45 AM- Dec 29,2000-12-29 07:45:00
1656,2012-01-02 04:57 PM,2012-01-02 16:57:00
1657,2011-12-11 05:50 AM,2011-12-11 05:50:00
1658,2011-12-10 11:10AM PST,2011-12-10 11:10:00
1659,Wed- Dec 14 9:24 AM,2000-12-14 09:24:00
1660,2011-12-09 09:11PM PST,2011-12-09 09:11:00
1661,2011-12-07 12:29 AM,2011-12-07 00:29:00
1662,2:15 PM- Dec 20,2000-12-20 14:15:00
1663,06:30 PM  Sat 03-Dec-2011,2011-12-03 18:30:00
1664,9:20 AM- Jan 03,2000-01-03 09:20:00
1665,12:55 PM- Dec 03,2000-12-03 12:55:00
1666,2011-12-10 9:40 AM,2011-12-10 09:40:00
1667,06:46 PM  Fri 02-Dec-2011,2011-12-02 06:46:00
1668,12:44 AM  Tue 27-Dec-2011,2011-12-27 00:44:00
1669,02:45 PM  Fri 02-Dec-2011,2011-12-02 14:45:00
1670,2:35 PM- Dec 17,2000-12-17 14:35:00
1671,3:50 PM- Jan 01,2000-01-01 15:50:00
1672,7:23aDec 4,2000-12-04 07:23:00
1673,7:55pDec 22,2000-12-22 19:55:00
1674,7:55 PM- Dec 02,2000-12-02 19:55:00
1675,2011-12-25 07:05PM EST,2011-12-25 19:05:00
1676,2011-12-30 10:39AM PST,2011-12-30 10:39:00
1677,7:45 AM- Dec 10,2000-12-10 07:45:00
1678,2011-12-03 02:15 PM,2011-12-03 14:15:00
1679,12/11/11 11:45 AM (-06:00),2011-12-11 11:45:00
1680,10:30 PM  Sun 18-Dec-2011,2011-12-18 22:30:00
1681,Dec 09 - 3:50pm,2000-12-09 15:50:00
1682,Dec 29 - 1:45pm,2000-12-29 13:45:00
1683,9:35 AM- Dec 03,2000-12-03 09:35:00
1684,12:15 AM- Dec 14,2000-12-14 00:15:00
1685,2011-12-07 07:35 PM,2011-12-07 19:35:00
1686,2011-12-09 6:23 PM,2011-12-09 18:23:00
1687,6:14 PM- Dec 16,2000-12-16 18:14:00
1688,2011-12-08 09:05PM PST,2011-12-08 09:05:00
1689,7:55 PM- Dec 16,2000-12-16 19:55:00
1690,09:35 AM  Thu 29-Dec-2011,2011-12-29 09:35:00
1691,12/16/11 3:50 PM (-08:00),2011-12-16 15:50:00
1692,12/25/11 4:22 PM (-05:00),2011-12-25 16:22:00
1693,2:45pDec 13,2000-12-13 14:45:00
1694,December 17- 2011               07:45 AM,2011-12-17 07:45:00
1695,2011-12-22 10:40 AM,2011-12-22 10:40:00
1696,02:35 PM  Sat 31-Dec-2011,2011-12-31 14:35:00
1697,2011-12-25 9:55 AM,2011-12-25 09:55:00
1698,9:55 AM- Dec 18,2000-12-18 09:55:00
1699,2011-12-01 05:40PM PST,2011-12-01 05:40:00
1700,4:53pDec 28,2000-12-28 16:53:00
1701,2012-01-03 6:55 AM,2012-01-03 06:55:00
1702,2012-01-01 4:53 PM,2012-01-01 16:53:00
1703,2011-12-16 09:20AM EST,2011-12-16 09:20:00
1704,2011-12-11 Sun  06:55,2011-12-11 06:55:00
1705,11:35 AM- Dec 31,2000-12-31 11:35:00
1706,4:25 PM- Dec 13,2000-12-13 16:25:00
1707,06:15 PM  Thu 01-Dec-2011,2011-12-01 06:15:00
1708,2:45pDec 27,2000-12-27 14:45:00
1709,2011-12-09 6:30 PM,2011-12-09 18:30:00
1710,2011-12-20 12:46PM EST,2011-12-20 12:46:00
1711,2012-01-03 5:55 PM,2012-01-03 17:55:00
1712,2011-12-09 12:29 AM,2011-12-09 00:29:00
1713,10:45 AM- Dec 30,2000-12-30 10:45:00
1714,Mon- Dec 5 4:57 PM,2000-12-05 16:57:00
1715,2012-01-02 5:05 PM,2012-01-02 17:05:00
1716,3:15 PM- Dec 28,2000-12-28 15:15:00
1717,10:30 PM- Jan 01,2000-01-01 22:30:00
1718,11:35 AM- Jan 01,2000-01-01 11:35:00
1719,2012-01-02 11:35 AM,2012-01-02 11:35:00
1720,2:45 PM- Jan 02,2000-01-02 14:45:00
1721,2:35pDec 24,2000-12-24 14:35:00
1722,12:15 AM- Dec 20,2000-12-20 00:15:00
1723,04:57 PM  Tue 13-Dec-2011,2011-12-13 16:57:00
1724,5:28 PMDec 30,2000-12-30 17:28:00
1725,12/01/2011 04:05 PM,2011-12-01 16:05:00
1726,2011-12-04 02:00 PM,2011-12-04 14:00:00
1727,7:55 PM- Jan 02,2000-01-02 19:55:00
1728,2012-01-03 08:59AM EST,2012-01-03 08:59:00
1729,11:50 PMJan 02,2000-01-02 23:50:00
1730,2011-12-08 05:50 AM,2011-12-08 05:50:00
1731,8:00 AM- Dec 16,2000-12-16 08:00:00
1732,2011-12-24 05:48PM EST,2011-12-24 05:48:00
1733,2011-12-25 05:00 PM,2011-12-25 17:00:00
1734,2011-12-11 09:10 PM,2011-12-11 09:10:00
1735,2011-12-16 03:30PM PST,2011-12-16 03:30:00
1736,12/25/11 4:00 PM (-06:00),2011-12-25 16:00:00
1737,2:45P 12-01-11,2011-12-01 14:45:00
1738,10:20pDec 17,2000-12-17 22:20:00
1739,2:59 PM- Dec 07,2000-12-07 14:59:00
1740,2011-12-07 9:35 AM,2011-12-07 09:35:00
1741,2011-12-30 09:43AM EST,2011-12-30 09:43:00
1742,2011-12-28 6:23 PM,2011-12-28 18:23:00
1743,7:30 AM- Dec 28,2000-12-28 07:30:00
1744,6:17 PM- Dec 11,2000-12-11 18:17:00
1745,3:15 PM- Jan 03,2000-01-03 15:15:00
1746,2011-12-12 12:55 PM,2011-12-12 12:55:00
1747,Tue- Dec 20 12:14 PM,2000-12-20 12:14:00
1748,9:40 AM- Dec 02,2000-12-02 09:40:00
1749,10:34 AM- Dec 17,2000-12-17 10:34:00
1750,2011-12-31 2:25 PM,2011-12-31 14:25:00
1751,2011-12-13 2:25 PM,2011-12-13 14:25:00
1752,02:15 PM  Fri 02-Dec-2011,2011-12-02 14:15:00
1753,6:55 AM- Dec 15,2000-12-15 06:55:00
1754,Mon- Jan 2 8:12 PM,2000-01-02 20:12:00
1755,December 22- 2011               09:35 AM,2011-12-22 09:35:00
1756,December 10- 2011               09:55 AM,2011-12-10 09:55:00
1757,2011-12-08 9:20 PM,2011-12-08 21:20:00
1758,2012-01-01 09:40 AM,2012-01-01 09:40:00
1759,2011-12-05 11:35 AM,2011-12-05 11:35:00
1760,9:15 AM- Dec 09,2000-12-09 09:15:00
1761,10:45 AM- Dec 13,2000-12-13 10:45:00
1762,2012-01-03 08:35 AM,2012-01-03 08:35:00
1763,7:45 AM- Dec 26,2000-12-26 07:45:00
1764,03:30 PM  Mon 05-Dec-2011,2011-12-05 15:30:00
1765,2011-12-30 02:15PM PST,2011-12-30 14:15:00
1766,12:48 PMDec 07,2000-12-07 12:48:00
1767,2011-12-29 2:59 PM,2011-12-29 14:59:00
1768,2:15pDec 31,2000-12-31 14:15:00
1769,2011-12-20 1:45 PM,2011-12-20 13:45:00
1770,2012-01-03 03:51PM EST,2012-01-03 15:51:00
1771,2012-01-02 06:10PM PST,2012-01-02 18:10:00
1772,5:55pDec 14,2000-12-14 17:55:00
1773,2011-12-28 07:55 PM,2011-12-28 19:55:00
1774,December 8- 2011               02:35 PM,2011-12-08 14:35:00
1775,11:35 AM- Dec 30,2000-12-30 11:35:00
1776,2011-12-17 07:45 AM,2011-12-17 07:45:00
1777,11:50 AM  Fri 30-Dec-2011,2011-12-30 11:50:00
1778,5:50 AM- Dec 20,2000-12-20 05:50:00
1779,2011-12-25 09:15AM CST,2011-12-25 09:15:00
1780,2011-12-04 6:30 PM,2011-12-04 18:30:00
1781,06:40 AM  Thu 01-Dec-2011,2011-12-01 06:40:00
1782,12:14 PM- Dec 30,2000-12-30 12:14:00
1783,2011-12-09 Fri  19:25,2011-12-09 19:25:00
1784,2012-01-03 11:35 AM,2012-01-03 11:35:00
1785,10:35 AM- Dec 16,2000-12-16 10:35:00
1786,3:30 PM- Dec 05,2000-12-05 15:30:00
1787,2011-12-09 12:09AM EST,2011-12-09 00:09:00
1788,09:15 AM  Mon 12-Dec-2011,2011-12-12 09:15:00
1789,2011-12-18 2:35 PM,2011-12-18 14:35:00
1790,Dec 01 - 5:55pm,2000-12-01 17:55:00
1791,12:15 AM- Jan 02,2000-01-02 00:15:00
1792,2011-12-11 4:53 PM,2011-12-11 16:53:00
1793,09:35 AM  Wed 28-Dec-2011,2011-12-28 09:35:00
1794,2011-12-05 04:57 PM,2011-12-05 16:57:00
1795,6:23 PM- Dec 25,2000-12-25 18:23:00
1796,12/1/11 11:45 AM (-06:00),2011-12-01 11:45:00
1797,3:50 PM- Dec 27,2000-12-27 15:50:00
1798,2011-12-19 4:22 PM,2011-12-19 16:22:00
1799,10:34A 12-05-11,2011-12-05 10:34:00
1800,2011-12-22 4:23 PM,2011-12-22 16:23:00
1801,2011-12-04 08:56AM CST,2011-12-04 08:56:00
1802,2011-12-13 4:25 PM,2011-12-13 16:25:00
1803,04:57 PM  Sat 24-Dec-2011,2011-12-24 16:57:00
1804,2011-12-15 5:50 AM,2011-12-15 05:50:00
1805,4:05 PM- Jan 03,2000-01-03 16:05:00
1806,December 12- 2011               03:30 PM,2011-12-12 15:30:00
1807,07:25 PM  Sun 01-Jan-2012,2012-01-01 19:25:00
1808,12/17/11 1:40 PM (-07:00),2011-12-17 13:40:00
1809,9:50 PM- Dec 03,2000-12-03 21:50:00
1810,12:55 PM- Dec 22,2000-12-22 12:55:00
1811,11:05 AM- Dec 20,2000-12-20 11:05:00
1812,Dec 25 - 7:25pm,2000-12-25 19:25:00
1813,12/04/2011 02:45 PM,2011-12-04 14:45:00
1814,7:45 AM- Dec 14,2000-12-14 07:45:00
1815,2012-01-01 03:50PM EST,2012-01-01 15:50:00
1816,6:17pDec 24,2000-12-24 18:17:00
1817,06:17 PM  Thu 01-Dec-2011,2011-12-01 06:17:00
1818,05:55 PM  Sun 25-Dec-2011,2011-12-25 05:55:00
1819,10:35 AM- Dec 13,2000-12-13 10:35:00
1820,12:15 AM- Dec 13,2000-12-13 00:15:00
1821,02:15 PM  Wed 07-Dec-2011,2011-12-07 14:15:00
1822,6:40 PM- Dec 01,2000-12-01 18:40:00
1823,2011-12-14 01:45 PM,2011-12-14 01:45:00
1824,2011-12-07 11:53 AM,2011-12-07 11:53:00
1825,5:55 AM- Dec 12,2000-12-12 05:55:00
1826,06:17 PM  Mon 19-Dec-2011,2011-12-19 06:17:00
1827,2011-12-18 9:15 AM,2011-12-18 09:15:00
1828,Dec 09 - 5:50am,2000-12-09 05:50:00
1829,12/22/2011 4:38PM CST,2011-12-22 16:38:00
1830,December 30- 2011               02:59 PM,2011-12-30 14:59:00
1831,12:10 PM- Dec 09,2000-12-09 12:10:00
1832,03:15 PM  Sat 31-Dec-2011,2011-12-31 03:15:00
1833,9:20 AM- Dec 22,2000-12-22 09:20:00
1834,2011-12-01 03:15 PM,2011-12-01 03:15:00
1835,06:17 PM  Mon 12-Dec-2011,2011-12-12 18:17:00
1836,2011-12-20 8:12 PM,2011-12-20 20:12:00
1837,09:10 PM  Tue 20-Dec-2011,2011-12-20 09:10:00
1838,6:14 PM- Dec 29,2000-12-29 18:14:00
1839,2011-12-14 5:05 PM,2011-12-14 17:05:00
1840,6:17 PM- Dec 05,2000-12-05 18:17:00
1841,10:45aDec 19,2000-12-19 10:45:00
1842,2011-12-01 5:00 PM,2011-12-01 17:00:00
1843,3:15 PM- Dec 19,2000-12-19 15:15:00
1844,2011-12-07 3:50 PM,2011-12-07 03:50:00
1845,Dec 28 - 5:00pm,2000-12-28 17:00:00
1846,12:29 AM- Dec 10,2000-12-10 00:29:00
1847,2012-01-03 2:45 PM,2012-01-03 14:45:00
1848,2:45 PM- Dec 16,2000-12-16 14:45:00
1849,4:22pJan 2,2000-01-02 16:22:00
1850,2011-12-20 2:00 PM,2011-12-20 14:00:00
1851,2011-12-28 09:50 PM,2011-12-28 09:50:00
1852,2011-12-15 7:30 AM,2011-12-15 07:30:00
1853,2011-12-04 2:59 PM,2011-12-04 14:59:00
1854,8:00 AM- Dec 09,2000-12-09 08:00:00
1855,8:00 AM- Dec 05,2000-12-05 08:00:00
1856,2011-12-30 09:24AM CST,2011-12-30 09:24:00
1857,12/04/2011 08:00 AM,2011-12-04 08:00:00
1858,December 11- 2011               02:45 PM,2011-12-11 14:45:00
1859,6:23pDec 24,2000-12-24 18:23:00
1860,2011-12-14 3:19 PM,2011-12-14 03:19:00
1861,2011-12-19 5:13 PM,2011-12-19 17:13:00
1862,7:45aDec 8,2000-12-08 07:45:00
1863,2011-12-27 4:05 PM,2011-12-27 16:05:00
1864,2011-12-26 8:05 PM,2011-12-26 20:05:00
1865,2011-12-01 8:00 AM,2011-12-01 08:00:00
1866,10:34A 12-17-11,2011-12-17 10:34:00
